最終通信日時,デバイス名,管理番号,物件名,環境,"状態
",Ver.,バッテリー,温度,音量,天気,気温,明るさ,バッテリー健全性,電流入出力,端末モデル,IMEI,ライセンス認証ステータス,再生チャンネル,ネットワーク,左上プレビュー表示,ネットワーク環境,オフライン率,SD録画保存日,SD録画保存日,設置完了日時,ブート日時,アプリ起動日時,初期設定日時
2019-11-20 10:04:47(3分前),001373,A-514,プレール・ドゥーク北新宿Ⅱ,本番中,正常,3.0.20,100%,27.5℃,20%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030798471,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-05-28 10:31:17(5ヶ月前),2019-10-30 10:31:41(2週間前),2019-11-20 07:54:28(2時間前),2019-04-08 15:52:50(7ヶ月前)
2019-11-20 10:04:49(3分前),001600,KB-647,ハイツ吉田苑,本番中,正常,3.0.20,100%,23.7℃,20%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030675588,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-07-01 14:49:35(4ヶ月前),2019-10-25 01:17:50(3週間前),2019-11-15 07:09:11(5日前),2019-04-16 10:56:17(7ヶ月前)
2019-11-20 10:04:49(3分前),001623,GI-50,安田学研会館『乾』棟,本番中,正常,3.0.20,100%,18.5℃,40%,曇,12℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030676321,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-06 10:36:12(3ヶ月前),2019-11-12 20:07:21(1週間前),2019-11-12 20:08:08(1週間前),2019-04-16 14:38:08(7ヶ月前)
2019-11-20 10:04:49(3分前),001574,HK1-551,プレジール山鼻,本番中,正常,3.0.20,100%,14℃,20%,雪,-2℃,50,不明,0,Lenovo TAB4 SIM,866423030799255,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-22 10:41:15(3ヶ月前),2019-10-14 08:48:09(1ヶ月前),2019-11-18 11:59:55(1日前),2019-04-15 14:55:52(7ヶ月前)
2019-11-20 10:04:50(3分前),001392,Z6-675,コスモ相模原スカイエッセ,本番中,正常,3.0.20,100%,22.7℃,20%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030803057,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-07-13 14:23:01(4ヶ月前),2019-11-06 00:16:46(2週間前),2019-11-12 05:36:30(1週間前),2019-04-09 14:15:54(7ヶ月前)
2019-11-20 10:04:50(3分前),010544,Y4-762,スパシエ・エル新横浜,本番中,正常,3.0.20,100%,27℃,40%,曇,13℃,50,良好,流出 7mAh,Lenovo TAB4 SIM,866423030750498,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-11-01 14:12:09(2週間前),2019-11-01 14:04:31(2週間前),2019-11-04 11:50:12(2週間前),2019-10-21 11:47:17(4週間前)
2019-11-20 10:04:50(3分前),000793,HK4-796,イーホライズン北円山ビル,本番中,正常,3.0.20,100%,17.5℃,20%,雪,-4℃,50,良好,0,Lenovo TAB4 SIM,866423030629817,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-03-12 16:04:38(8ヶ月前),2019-11-19 21:49:14(12時間前),2019-11-19 21:50:02(12時間前),2019-02-06 14:12:27(9ヶ月前)
2019-11-20 10:04:50(3分前),001229,Y4-399,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,24.2℃,0%,曇,14℃,50,良好,0,Lenovo TAB4 SIM,866423030677790,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-04-03 09:17:56(7ヶ月前),2019-11-20 07:00:39(3時間前),2019-11-20 07:01:34(3時間前),2019-03-19 16:16:13(8ヶ月前)
2019-11-20 10:04:50(3分前),000354,C1-089,THE GATE GINZA EAST,本番中,正常,3.0.20,100%,26℃,40%,曇,11℃,50,良好,流出 712mAh,Huawei T3 10,868355032512336,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,2%,2019-11-17,,2018-12-18 11:31:13(11ヶ月前),2019-11-12 14:43:25(1週間前),2019-11-19 15:47:39(18時間前),2018-11-07 10:43:23(1年前)
2019-11-20 10:04:51(3分前),001323,T-679,レナジア保木間,本番中,正常,3.0.20,100%,22℃,0%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030803024,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-04-22 17:27:52(6ヶ月前),2019-11-12 11:06:31(1週間前),2019-11-12 11:07:18(1週間前),2019-04-01 11:40:45(7ヶ月前)
2019-11-20 10:04:51(3分前),010497,AN1-495,フォーラム岩倉,本番中,正常,3.0.20,100%,21.5℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030759382,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-11-01 09:09:09(2週間前),2019-11-18 22:45:27(1日前),2019-11-18 22:46:20(1日前),2019-10-17 09:28:01(1ヶ月前)
2019-11-20 10:04:52(3分前),002023,AN2-133,上林記念病院,本番中,正常,2.0.00,100%,25℃,0%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,,,sample_channel,4G:4本,表示,通常,79%,2019-11-16,,2019-10-19 13:41:34(1ヶ月前),2019-11-12 13:20:14(1週間前),2019-11-12 13:21:06(1週間前),2019-06-20 14:15:50(4ヶ月前)
2019-11-20 10:04:52(3分前),000966,HK1-557,CASA FORTE,本番中,正常,3.0.20,100%,10.7℃,20%,雪,-5℃,90,不明,0,Lenovo TAB4 SIM,866423030610528,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-03-14 15:31:58(8ヶ月前),2019-11-01 12:51:38(2週間前),2019-11-01 12:52:33(2週間前),2019-02-25 14:04:15(8ヶ月前)
2019-11-20 10:04:52(3分前),001970,AN2-134,上林記念病院,本番中,正常,2.0.00,100%,27℃,0%,雨,10℃,50,良好,0,Lenovo TAB4 SIM,,,sample_channel,4G:4本,表示,通常,80%,2019-11-16,,2019-10-20 14:19:18(4週間前),2019-10-19 12:38:51(1ヶ月前),2019-11-11 21:49:21(1週間前),2019-06-11 10:01:49(5ヶ月前)
2019-11-20 10:04:53(3分前),010201,AN3-162,ADOビル,本番中,正常,3.0.20,100%,25.2℃,0%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030743667,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,31%,2019-11-17,,2019-10-01 14:36:40(1ヶ月前),2019-11-10 05:29:12(1週間前),2019-11-12 00:20:13(1週間前),2019-09-09 09:09:05(2ヶ月前)
2019-11-20 10:04:54(3分前),001005,S-198,プレール・ドゥーク上北沢,本番中,正常,3.0.20,100%,21.2℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030609728,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-05-08 13:38:35(6ヶ月前),2019-10-14 14:44:32(1ヶ月前),2019-11-04 14:48:53(2週間前),2019-02-26 15:05:49(8ヶ月前)
2019-11-20 10:04:55(3分前),001684,J-379,コンドミニアム猿若,本番中,正常,3.0.20,100%,24.5℃,40%,曇,14℃,50,良好,0,Lenovo TAB4 SIM,866423030677402,正常,201909_mitsubachi-einekleine,圏外,表示,通常,0%,2019-11-17,,2019-07-01 15:37:34(4ヶ月前),2019-11-10 15:29:55(1週間前),2019-11-10 15:30:42(1週間前),2019-04-17 11:33:48(7ヶ月前)
2019-11-20 10:04:56(3分前),010431,E-459,プレイアデ神保町,本番中,正常,3.0.20,100%,26.5℃,40%,曇,11℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030757766,不正,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-10-16 14:19:56(1ヶ月前),2019-10-16 14:05:02(1ヶ月前),2019-11-20 09:13:13(55分前),2019-10-07 10:23:15(1ヶ月前)
2019-11-20 10:04:56(3分前),001985,X4-365,エスカイアプラザシティ,本番中,正常,3.0.20,100%,22.2℃,40%,曇,12℃,50,良好,流出 11mAh,Lenovo TAB4 SIM,866423030792300,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,47%,2019-11-17,,2019-08-26 16:54:44(2ヶ月前),2019-10-07 18:34:25(1ヶ月前),2019-11-15 13:03:38(4日前),2019-06-11 11:19:37(5ヶ月前)
2019-11-20 10:04:58(3分前),001754,E1-121,丸友ホテル,本番中,正常,3.0.20,100%,25℃,40%,曇,13℃,50,良好,流出 8mAh,Lenovo TAB4 SIM,866423030670621,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-08-02 13:36:41(3ヶ月前),2019-11-13 14:05:14(6日前),2019-11-19 21:26:10(12時間前),2019-04-18 14:23:31(7ヶ月前)
2019-11-20 10:04:59(3分前),010446,KB-778,プレステージ仁川,本番中,正常,3.0.20,100%,20.5℃,20%,曇,9℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030745340,正常,sample_channel,4G:1本,表示,通常,0%,2019-11-17,,2019-10-31 16:23:27(2週間前),2019-11-19 13:08:54(20時間前),2019-11-19 13:09:48(20時間前),2019-10-08 09:31:08(1ヶ月前)
2019-11-20 10:05:00(3分前),001173,Y4-419,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,22.7℃,0%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030613266,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-03-27 13:45:50(7ヶ月前),2019-11-01 06:41:56(2週間前),2019-11-01 06:42:51(2週間前),2019-03-19 14:50:04(8ヶ月前)
2019-11-20 10:05:01(3分前),001149,Z6-531,リノヴェール新百合丘,本番中,正常,3.0.20,100%,24.2℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030609686,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-06-24 16:11:55(4ヶ月前),2019-11-05 22:56:35(2週間前),2019-11-14 08:47:38(6日前),2019-03-19 14:02:48(8ヶ月前)
2019-11-20 10:05:01(3分前),010255,AN-216,エル  シャトー,本番中,正常,3.0.20,100%,23.7℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030748716,正常,sample_channel,4G:3本,表示,通常,5%,2019-11-17,,2019-10-31 13:25:00(2週間前),2019-10-31 13:07:02(2週間前),2019-11-17 11:35:33(2日前),2019-09-17 13:01:21(2ヶ月前)
2019-11-20 10:05:01(3分前),001649,S-242,プレール芦花公園,本番中,正常,3.0.20,100%,22℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030802133,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-05-20 16:42:24(5ヶ月前),2019-10-21 12:08:22(4週間前),2019-11-10 19:08:47(1週間前),2019-04-16 15:46:28(7ヶ月前)
2019-11-20 10:05:02(3分前),0122,A-698,廣田ビル,本番中,正常,3.0.20,100%,26℃,20%,曇,12℃,50,良好,充電 315mAh,Huawei T3 10,868355032512930,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-09-03 14:10:15(1年前),2019-10-26 12:50:30(3週間前),2019-11-10 15:25:41(1週間前),2018-08-28 12:13:23(1年前)
2019-11-20 10:05:02(3分前),010194,R-877,御殿山101ビル,本番中,正常,3.0.20,100%,23.2℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030789900,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-09-10 11:56:07(2ヶ月前),2019-11-19 12:40:08(21時間前),2019-11-19 12:41:02(21時間前),2019-08-30 10:38:39(2ヶ月前)
2019-11-20 10:05:02(3分前),0059,A1-428,ライオンズマンション歌舞伎町第3,本番中,正常,3.0.20,100%,26℃,40%,曇,12℃,50,良好,充電 259mAh,Huawei T3 10,868355032512955,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,10%,2019-11-17,,2018-10-15 15:03:17(1年前),2019-09-26 15:50:37(1ヶ月前),2019-11-09 12:38:53(1週間前),2018-07-31 16:32:26(1年前)
2019-11-20 10:05:03(3分前),001872,FU-200,FRCビル,本番中,正常,3.0.20,100%,27.7℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030794736,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-03 13:52:37(2ヶ月前),2019-11-19 00:59:31(1日前),2019-11-19 01:00:26(1日前),2019-05-14 09:50:03(6ヶ月前)
2019-11-20 10:05:03(3分前),0033,ST4-963,朝霞サニーハイツ,本番中,正常,3.0.20,100%,28℃,40%,曇,13℃,50,良好,充電 101mAh,Huawei T3 10,864272037567419,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2018-09-25 10:26:46(1年前),2019-10-22 16:10:19(4週間前),2019-11-07 22:04:20(1週間前),2018-07-26 16:22:26(1年前)
2019-11-20 10:05:03(3分前),001197,AN1-977,広小路伏見中駒ビル,本番中,正常,3.0.20,100%,27℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030612995,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-06-03 15:37:25(5ヶ月前),2019-10-20 18:54:13(4週間前),2019-11-13 18:22:13(6日前),2019-03-19 15:38:50(8ヶ月前)
2019-11-20 10:05:03(3分前),010044,Y-335,トーア・シティー貮番館,本番中,正常,3.0.20,100%,24℃,40%,曇,13℃,50,良好,流出 9mAh,Lenovo TAB4 SIM,866423030751884,不正,sample_channel,4G:1本,表示,通常,0%,2019-11-17,,2019-10-17 13:43:00(1ヶ月前),2019-11-18 05:06:11(2日前),2019-11-18 05:07:04(2日前),2019-07-11 16:09:00(4ヶ月前)
2019-11-20 10:05:03(3分前),002069,G-877,第一中央マンション,本番中,正常,3.0.20,100%,24.2℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030921529,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-03 11:09:36(3ヶ月前),2019-11-05 18:00:44(2週間前),2019-11-05 18:01:39(2週間前),2019-06-21 16:55:31(4ヶ月前)
2019-11-20 10:05:03(3分前),000552,AN2-326,タウンライフ今池東,本番中,正常,3.0.20,100%,23℃,40%,雨,10℃,50,良好,充電 277mAh,Huawei T3 10,868355034994367,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-01-28 16:44:28(9ヶ月前),2019-10-03 22:41:55(1ヶ月前),2019-11-14 09:58:00(6日前),2018-12-26 11:23:07(10ヶ月前)
2019-11-20 10:05:04(3分前),001192,Z6-468,チュリスガーデン湘南野比,本番中,正常,3.0.20,100%,24℃,20%,曇,14℃,50,良好,0,Lenovo TAB4 SIM,866423030613639,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-03-29 17:10:28(7ヶ月前),2019-11-09 07:38:27(1週間前),2019-11-18 06:29:04(2日前),2019-03-19 15:33:25(8ヶ月前)
2019-11-20 10:05:05(3分前),000306,Y3-076,ルビコンすみよし台,本番中,正常,3.0.20,100%,24℃,40%,曇,14℃,50,良好,充電 125mAh,Huawei T3 10,868355032512864,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-11-07 14:53:21(1年前),2019-11-05 19:40:24(2週間前),2019-11-13 22:57:59(6日前),2018-10-29 17:18:40(1年前)
2019-11-20 10:05:06(3分前),001852,H-865,カゲヤマハイツ,本番中,正常,3.0.20,100%,20.7℃,20%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030921826,未取得,sample_channel,4G:4本,表示,通常,97%,2019-11-17,,2019-11-15 14:49:31(4日前),2019-11-18 12:36:41(1日前),2019-11-18 13:37:10(1日前),2019-05-09 14:55:39(6ヶ月前)
2019-11-20 10:05:06(3分前),010368,C-252,ハニー堀留第2ビル,本番中,正常,3.0.00,100%,25℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030744434,不正,sample_channel,4G:1本,表示,通常,34%,2019-11-16,,2019-11-13 14:46:37(6日前),2019-11-20 05:46:09(4時間前),2019-11-20 07:28:08(2時間前),2019-09-27 09:59:40(1ヶ月前)
2019-11-20 10:05:06(3分前),001099,AN2-978,メゾンシャンピオネ,本番中,正常,3.0.20,100%,21℃,40%,雨,10℃,50,良好,0,Lenovo TAB4 SIM,866423030611203,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-03-29 14:01:55(7ヶ月前),2019-11-03 14:03:02(2週間前),2019-11-08 18:11:47(1週間前),2019-03-19 10:38:55(8ヶ月前)
2019-11-20 10:05:06(3分前),000599,OS-936,ヴァンティアン,本番中,正常,3.0.20,100%,20℃,0%,曇,11℃,50,良好,充電 244mAh,Huawei T3 10,868355036542735,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-01-30 10:52:30(9ヶ月前),2019-11-13 11:34:39(6日前),2019-11-18 01:12:50(2日前),2019-01-16 10:54:45(10ヶ月前)
2019-11-20 10:05:07(3分前),000252,AN2-566,CH白壁,本番中,正常,3.0.20,100%,21℃,40%,曇,13℃,50,良好,流出 628mAh,Huawei T3 10,868355032511742,準備中,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-10-06,,2018-10-17 15:29:10(1年前),2019-10-03 22:32:20(1ヶ月前),2019-10-09 13:03:32(1ヶ月前),2018-10-15 15:28:30(1年前)
2019-11-20 10:05:07(3分前),010093,MI-127,アーバンステージU,本番中,正常,3.0.20,100%,18.7℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030752155,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,35%,2019-11-17,,2019-08-29 14:34:40(2ヶ月前),2019-10-20 12:39:34(4週間前),2019-10-20 12:40:23(4週間前),2019-07-16 14:27:31(4ヶ月前)
2019-11-20 10:05:08(3分前),000948,F-185,柳盛堂ビル,本番中,正常,3.0.20,100%,24.7℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030612805,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-03-06 13:31:49(8ヶ月前),2019-10-25 01:11:06(3週間前),2019-11-18 06:06:50(2日前),2019-02-22 15:07:11(8ヶ月前)
2019-11-20 10:05:08(3分前),001102,Z6-463,チュリスガーデン湘南野比,本番中,正常,3.0.20,100%,23℃,20%,曇,12℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030610833,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-04-25 10:04:54(6ヶ月前),2019-11-19 11:24:48(22時間前),2019-11-19 11:25:42(22時間前),2019-03-19 10:46:51(8ヶ月前)
2019-11-20 10:05:09(3分前),001391,E-844,プレール・ドゥーク秋葉原Ⅲ,本番中,正常,3.0.20,100%,23.7℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030801606,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-06-14 13:49:27(5ヶ月前),2019-10-27 15:23:56(3週間前),2019-11-10 15:01:36(1週間前),2019-04-09 14:14:01(7ヶ月前)
2019-11-20 10:05:10(3分前),000371,AN-752,クラッセ瑞穂,本番中,正常,3.0.20,98%,23℃,40%,曇,13℃,50,良好,充電 270mAh,Huawei T3 10,868355032512112,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-26 11:58:48(8ヶ月前),2019-10-31 13:59:32(2週間前),2019-11-15 06:41:49(5日前),2018-11-15 17:16:50(1年前)
2019-11-20 10:05:11(3分前),010153,OS1-563,エイトビル西本町,本番中,正常,3.0.20,100%,24.5℃,40%,曇,11℃,50,良好,流出 9mAh,Lenovo TAB4 SIM,866423030752205,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,40%,2019-11-17,,2019-09-30 14:24:32(1ヶ月前),2019-11-16 01:43:58(4日前),2019-11-16 01:44:51(4日前),2019-08-28 10:00:33(2ヶ月前)
2019-11-20 10:05:12(3分前),000257,V-434,グラントーキョー,本番中,正常,3.0.20,100%,26℃,40%,曇,11℃,50,良好,充電 235mAh,Huawei T3 10,868355032512914,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-11-20 14:29:41(11ヶ月前),2019-11-16 11:26:09(3日前),2019-11-17 15:36:11(2日前),2018-10-15 16:02:26(1年前)
2019-11-20 10:05:13(3分前),001504,HK2-036,サムティ宮の沢,本番中,正常,3.0.20,100%,17.7℃,20%,雪,-5℃,50,良好,0,Lenovo TAB4 SIM,866423030801507,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-17 09:27:25(6ヶ月前),2019-11-03 05:35:46(2週間前),2019-11-08 10:14:01(1週間前),2019-04-12 13:45:41(7ヶ月前)
2019-11-20 10:05:13(3分前),000432,X-971,グレイスコート東府中,本番中,正常,3.0.20,100%,25℃,0%,晴,11℃,50,良好,充電 298mAh,Huawei T3 10,868355036543212,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-02-27 10:48:40(8ヶ月前),2019-11-17 10:00:23(3日前),2019-11-17 10:02:07(3日前),2018-11-29 10:32:05(11ヶ月前)
2019-11-20 10:05:13(3分前),000906,HK1-084,イーホライズン桑園,本番中,正常,3.0.20,100%,12.5℃,20%,曇,-1℃,50,不明,流出 13mAh,Lenovo TAB4 SIM,866423030627159,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-03-05 10:08:12(8ヶ月前),2019-11-17 03:37:01(3日前),2019-11-17 03:37:55(3日前),2019-02-13 18:27:38(9ヶ月前)
2019-11-20 10:05:14(3分前),001597,ST-345,志幸30SEASON,本番中,正常,3.0.20,100%,26℃,40%,晴,11℃,50,良好,0,Lenovo TAB4 SIM,866423030800095,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-08-14 12:08:41(3ヶ月前),2019-11-10 17:27:23(1週間前),2019-11-10 17:28:15(1週間前),2019-04-16 10:52:26(7ヶ月前)
2019-11-20 10:05:14(3分前),002070,X3-422,パストラルエーネ,本番中,正常,3.0.20,100%,21.7℃,20%,曇,11℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030791039,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-26 11:25:02(3ヶ月前),2019-11-12 03:26:37(1週間前),2019-11-13 22:23:01(6日前),2019-06-24 11:03:47(4ヶ月前)
2019-11-20 10:05:17(3分前),001152,E1-057,ザ・スカイグランディア神田錦町,本番中,正常,3.0.20,100%,21.7℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030610668,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-26 13:03:11(3ヶ月前),2019-11-06 07:04:33(2週間前),2019-11-06 07:05:28(2週間前),2019-03-19 14:05:59(8ヶ月前)
2019-11-20 10:05:18(3分前),010412,SI1-989,聖隷沼津病院,本番中,正常,3.0.10,100%,31℃,0%,曇,13℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030759424,不正,sample_channel,圏外,表示,通常,8%,2019-11-17,,2019-11-08 18:44:58(1週間前),2019-11-19 19:28:04(14時間前),2019-11-20 07:54:23(2時間前),2019-10-03 13:34:06(1ヶ月前)
2019-11-20 10:05:18(3分前),010483,GI-535,マーブル音羽館,本番中,正常,3.0.20,100%,21℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030755372,正常,sample_channel,3G:0本,表示,通常,0%,2019-11-17,,2019-11-01 14:15:43(2週間前),2019-11-01 14:11:39(2週間前),2019-11-02 19:02:15(2週間前),2019-10-16 10:41:58(1ヶ月前)
2019-11-20 10:05:18(3分前),010550,ST2-903,ル・ヴィラージュ,本番中,正常,3.0.20,100%,21.2℃,40%,曇,12℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030746900,未取得,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-19,,2019-11-19 14:36:33(19時間前),2019-11-19 14:18:41(19時間前),2019-11-19 17:02:06(17時間前),2019-10-21 13:07:43(4週間前)
2019-11-20 10:05:20(3分前),010289,ST2-786,トロワー・カトル,本番中,正常,3.0.20,100%,22.7℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030745910,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-10-16 16:52:14(1ヶ月前),2019-11-19 23:14:30(10時間前),2019-11-19 23:15:22(10時間前),2019-09-24 13:03:56(1ヶ月前)
2019-11-20 10:05:20(3分前),001345,Y4-739,アトラスシンフォニア東戸塚,本番中,正常,3.0.26,100%,24.2℃,20%,曇,14℃,50,良好,流出 11mAh,Lenovo TAB4 SIM,866423030799941,未取得,201909_mitsubachi-einekleine,4G:1本,表示,通常,74%,2019-11-16,,2019-10-28 12:51:28(3週間前),2019-11-20 08:57:08(1時間前),2019-11-20 08:57:51(1時間前),2019-04-02 13:22:26(7ヶ月前)
2019-11-20 10:05:20(3分前),001246,Y4-386,グリーンサラウンドシティ,本番中,正常,2.2.90,100%,26.5℃,0%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030668476,,sample_channel,4G:3本,表示,通常,41%,2019-11-16,,2019-05-15 09:39:26(6ヶ月前),2019-11-19 16:28:05(17時間前),2019-11-19 16:28:56(17時間前),2019-03-19 16:36:36(8ヶ月前)
2019-11-20 10:05:21(3分前),000411,Y4-394,グリーンサラウンドシティ,本番中,正常,3.0.20,97%,25℃,0%,曇,12℃,50,良好,流出 886mAh,Huawei T3 10,868355037431698,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-06-18 16:33:48(5ヶ月前),2019-10-28 05:17:39(3週間前),2019-11-14 18:36:39(5日前),2018-11-26 17:09:14(11ヶ月前)
2019-11-20 10:05:21(3分前),010318,U-218,志幸35CORON,本番中,正常,3.0.20,100%,25.5℃,20%,曇,11℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030743246,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-10-01 10:28:53(1ヶ月前),2019-11-06 21:17:38(1週間前),2019-11-18 20:40:17(1日前),2019-09-24 16:40:30(1ヶ月前)
2019-11-20 10:05:22(3分前),000537,HK3-087,グランメール平和通南,本番中,正常,3.0.20,100%,17.7℃,40%,雪,-2℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030446493,正常,201909_mitsubachi-einekleine,3G:1本,表示,通常,1%,2019-11-17,,2019-01-22 09:50:55(9ヶ月前),2019-11-05 09:19:22(2週間前),2019-11-18 18:58:38(1日前),2018-12-13 15:41:57(11ヶ月前)
2019-11-20 10:05:23(3分前),000361,P-696,FOUNTAIN本駒込,本番中,正常,3.0.20,100%,27℃,20%,曇,11℃,50,良好,充電 189mAh,Huawei T3 10,868355032512567,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-18 13:10:16(9ヶ月前),2019-11-15 05:35:51(5日前),2019-11-15 05:37:01(5日前),2018-11-07 11:21:51(1年前)
2019-11-20 10:05:25(2分前),0035,U-534,リヴシティ王子弐番館,本番中,正常,3.0.20,100%,25℃,20%,曇,13℃,40,良好,充電 254mAh,Huawei T3 10,868355033798793,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2018-07-31 14:21:55(1年前),2019-11-20 02:04:43(8時間前),2019-11-20 02:06:38(8時間前),2018-07-27 17:36:09(1年前)
